item: ('arrowroot powder',), 0.001 
item: ('oyster sauce', 'fish sauce'), 0.001 
item: ('curry powder', 'curry leaf sprig'), 0.001 
item: ('curry powder', 'ground black'), 0.001 
item: ('black pepper', 'turnip'), 0.001 
item: ('chicken stock', 'cumin'), 0.001 
item: ('bean', 'bay leaf'), 0.001 
item: ('bread flour', 'oat'), 0.001 
item: ('vinegar', 'white'), 0.001 
item: ('celery', 'white wine vinegar'), 0.001 
item: ('white wine vinegar', 'green onion'), 0.001 
item: ('chicken broth', 'grain rice'), 0.001 
item: ('french bread', 'onion'), 0.001 
item: ('white vinegar', 'dry mustard'), 0.001 
item: ('dark brown sugar', 'soy sauce'), 0.001 
item: ('shallot', 'cheese'), 0.001 
item: ('source', 'coconut milk thick'), 0.001 
item: ('red bell pepper', 'yellow'), 0.001 
item: ('garlic powder', 'dijon mustard'), 0.001 
item: ('carrot', 'dry mustard'), 0.001 
item: ('yeast', 'walnut'), 0.001 
item: ('black pepper', 'low sodium chicken broth'), 0.001 
item: ('vegetable', 'sugar'), 0.001 
item: ('taste', 'cornstarch'), 0.001 
item: ('shrimp paste', 'garlic'), 0.001 
item: ('coriander', 'curry powder'), 0.001 
item: ('olive oil', 'russet potato'), 0.001 
item: ('veg oil', 'sugar'), 0.001 
item: ('whole wheat flour', 'orange peel'), 0.001 
item: ('light cream', 'onion'), 0.001 
item: ('canola oil', 'purpose flour'), 0.001 
item: ('rice', 'brown sugar'), 0.001 
item: ('white wine', 'cilantro'), 0.001 
item: ('boiling', 'brown sugar'), 0.001 
item: ('chicken breast', 'cayenne'), 0.001 
item: ('cilantro', 'oil'), 0.001 
item: ('vegetable', 'chicken stock'), 0.001 
item: ('white bread', 'egg'), 0.001 
item: ('ketchup', 'ground beef'), 0.001 
item: ('cardamom', 'curry leaf sprig'), 0.001 
item: ('olive', 'butter'), 0.001 
item: ('vegetable oil', 'lemongrass'), 0.001 
item: ('cinnamon', 'pork chop'), 0.001 
item: ('salsa', 'chicken breast'), 0.001 
item: ('cumin', 'chile'), 0.001 
item: ('chicken', 'white'), 0.001 
item: ('baking powder', 'wheat germ'), 0.001 
item: ('butter', 'ground mace'), 0.001 
item: ('ounce', 'onion'), 0.001 
item: ('taste', 'scallion'), 0.001 
item: ('ground cumin', 'purpose flour'), 0.001 
item: ('lime juice', 'oil'), 0.001 
item: ('olive', 'green pepper'), 0.001 
item: ('cayenne', 'tofu'), 0.001 
item: ('tomato', 'canola oil'), 0.001 
item: ('sodium soy sauce', 'sauce'), 0.001 
item: ('cheese', 'chicken stock'), 0.001 
item: ('garlic clove', 'white'), 0.001 
item: ('kale', 'onion'), 0.001 
item: ('olive oil', 'allspice'), 0.001 
item: ('peanut butter', 'lime'), 0.001 
item: ('garlic clove', 'peanut oil'), 0.001 
item: ('curry powder', 'apple'), 0.001 
item: ('red onion', 'ginger'), 0.001 
item: ('lemon juice', 'ground beef'), 0.001 
item: ('cayenne', 'half'), 0.001 
item: ('sharp cheddar', 'onion'), 0.001 
item: ('celery', 'baking powder'), 0.001 
item: ('baking soda', 'canola oil'), 0.001 
item: ('red pepper flake', 'paprika'), 0.001 
item: ('cilantro', 'black olive'), 0.001 
item: ('red wine', 'thyme'), 0.001 
item: ('carrot', 'vegetable cooking spray'), 0.001 
item: ('kosher', 'clove garlic'), 0.001 
item: ('chicken broth', 'black bean'), 0.001 
item: ('garlic powder', 'whole wheat flour'), 0.001 
item: ('cheese', 'topping'), 0.001 
item: ('cheese', 'green chile'), 0.001 
item: ('cilantro', 'almond'), 0.001 
item: ('egg white', 'zucchini'), 0.001 
item: ('egg', 'apple juice'), 0.001 
item: ('nut', 'brown sugar'), 0.001 
item: ('basil', 'oregano leaf'), 0.001 
item: ('tabasco', 'butter'), 0.001 
item: ('red potato', 'oregano'), 0.001 
item: ('black pepper', 'coriander seed'), 0.001 
item: ('cottage cheese', 'basil'), 0.001 
item: ('red onion', 'sea'), 0.001 
item: ('shallot', 'peanut butter'), 0.001 
item: ('cornstarch', 'zucchini'), 0.001 
item: ('chicken broth', 'tarragon'), 0.001 
item: ('cilantro', 'rice noodle'), 0.001 
item: ('chicken stock', 'sage'), 0.001 
item: ('white bean', 'chicken broth'), 0.001 
item: ('coriander', 'chicken breast'), 0.001 
item: ('ground pork', 'soy sauce'), 0.001 
item: ('tomato sauce', 'parmesan'), 0.001 
item: ('garlic', 'prawn'), 0.001 
item: ('olive', 'mushroom'), 0.001 
item: ('red onion', 'green pepper'), 0.001 
item: ('tuna', 'carrot'), 0.001 
item: ('napa cabbage', 'carrot'), 0.001 
item: ('garlic clove', 'chicken stock'), 0.001 
item: ('celery', 'red pepper flake'), 0.001 
item: ('tomato paste', 'ground'), 0.001 
item: ('sweet potato', 'parsley'), 0.001 
item: ('vegetable oil', 'teriyaki sauce'), 0.001 
item: ('clove garlic', 'bread crumb'), 0.001 
item: ('garlic clove', 'garnish'), 0.001 
item: ('margarine', 'pumpkin'), 0.001 
item: ('onion', 'beef bouillon'), 0.001 
item: ('ground cumin', 'ground'), 0.001 
item: ('topping', 'mozzarella cheese'), 0.001 
item: ('chestnut', 'mushroom'), 0.001 
item: ('garlic clove', 'black bean'), 0.001 
item: ('lemon juice', 'coriander seed'), 0.001 
item: ('black olive', 'cheddar cheese'), 0.001 
item: ('bread crumb', 'soy sauce'), 0.001 
item: ('curry powder', 'sour cream'), 0.001 
item: ('ground cumin', 'tomatillo'), 0.001 
item: ('sherry', 'scallion'), 0.001 
item: ('vanilla extract', 'walnut'), 0.001 
item: ('date', 'baking powder'), 0.001 
item: ('bay leaf', 'black corn'), 0.001 
item: ('poppy seed', 'margarine'), 0.001 
item: ('butternut squash', 'thyme'), 0.001 
item: ('olive oil', 'juice lemon'), 0.001 
item: ('palm sugar', 'lime juice'), 0.001 
item: ('butter', 'red pepper flake'), 0.001 
item: ('butter', 'tart apple'), 0.001 
item: ('chestnut', 'egg'), 0.001 
item: ('peanut oil', 'bean sprout'), 0.001 
item: ('salad oil', 'parsley'), 0.001 
item: ('onion', 'lemongrass'), 0.001 
item: ('garlic clove', 'cilantro leaf'), 0.001 
item: ('tomato', 'white vinegar'), 0.001 
item: ('chicken thigh', 'paprika'), 0.001 
item: ('dry mustard', 'chili powder'), 0.001 
item: ('baking soda', 'ginger'), 0.001 
item: ('carrot', 'mozzarella cheese'), 0.001 
item: ('black bean', 'ginger'), 0.001 
item: ('sugar', 'pork chop'), 0.001 
item: ('brown rice', 'mushroom'), 0.001 
item: ('pinto bean', 'black pepper'), 0.001 
item: ('flank steak', 'soy sauce'), 0.001 
item: ('celery', 'cream chicken soup'), 0.001 
item: ('basil', 'sesame oil'), 0.001 
item: ('honey', 'garlic clove'), 0.001 
item: ('honey', 'zucchini'), 0.001 
item: ('red bell pepper', 'ground black'), 0.001 
item: ('tofu', 'potato'), 0.001 
item: ('yellow cornmeal', 'garlic'), 0.001 
item: ('sherry', 'chicken breast'), 0.001 
item: ('tomato', 'cheddar'), 0.001 
item: ('thyme', 'shrimp'), 0.001 
item: ('oil', 'parsley'), 0.001 
item: ('mint', 'cayenne'), 0.001 
item: ('coriander seed', 'black corn'), 0.001 
item: ('applesauce', 'apple'), 0.001 
item: ('vegetable oil', 'ground pork'), 0.001 
item: ('cornstarch', 'rice vinegar'), 0.001 
item: ('egg white', 'mozzarella cheese'), 0.001 
item: ('ginger', 'ground'), 0.001 
item: ('red wine vinegar', 'peanut oil'), 0.001 
item: ('vegetable oil', 'vegetable broth'), 0.001 
item: ('garlic powder', 'red bell pepper'), 0.001 
item: ('gluten', 'sugar'), 0.001 
item: ('corn oil', 'egg'), 0.001 
item: ('chili powder', 'purpose flour'), 0.001 
item: ('olive oil', 'stephen'), 0.001 
item: ('chicken broth', 'cooking oil'), 0.001 
item: ('can tomato paste', 'onion'), 0.001 
item: ('sour cream', 'half'), 0.001 
item: ('green bean', 'oregano'), 0.001 
item: ('vegetable oil', 'plain yogurt'), 0.001 
item: ('rice wine vinegar', 'green onion'), 0.001 
item: ('celery', 'green bean'), 0.001 
item: ('onion', 'coconut milk thick'), 0.001 
item: ('chicken breast', 'sauce'), 0.001 
item: ('canola oil', 'cinnamon'), 0.001 
item: ('banana', 'walnut'), 0.001 
item: ('tomato', 'tarragon'), 0.001 
item: ('clove garlic', 'lemon'), 0.001 
item: ('cucumber', 'shrimp'), 0.001 
item: ('dark brown sugar', 'ginger'), 0.001 
item: ('bay leaf', 'ground beef'), 0.001 
item: ('black pepper', 'barley'), 0.001 
item: ('coconut milk', 'peanut oil'), 0.001 
item: ('salad oil', 'purpose flour'), 0.001 
item: ('green onion', 'artichoke heart'), 0.001 
item: ('broccoli floret', 'garlic'), 0.001 
item: ('whole wheat flour', 'rye flour'), 0.001 
item: ('curry leaf sprig', 'cinnamon'), 0.001 
item: ('ginger', 'potato'), 0.001 
item: ('shallot', 'oregano'), 0.001 
item: ('honey', 'chicken breast'), 0.001 
item: ('lemon', 'artichoke'), 0.001 
item: ('egg', 'cider vinegar'), 0.001 
item: ('chicken stock', 'ground black'), 0.001 
item: ('cube', 'onion'), 0.001 
item: ('honey', 'apricot'), 0.001 
item: ('a taste', 'coconut milk thick'), 0.001 
item: ('corn', 'sauce'), 0.001 
item: ('celery', 'walnut'), 0.001 
item: ('pimiento', 'margarine'), 0.001 
item: ('butternut squash', 'parsley'), 0.001 
item: ('flour', 'tofu'), 0.001 
item: ('cayenne', 'fish sauce'), 0.001 
item: ('dill', 'milk'), 0.001 
item: ('honey', 'kosher'), 0.001 
item: ('sauce', 'zucchini'), 0.001 
item: ('french bread', 'thyme'), 0.001 
item: ('yam', 'onion'), 0.001 
item: ('chickpea', 'black pepper'), 0.001 
item: ('chicken wing', 'soy sauce'), 0.001 
item: ('red chilli', 'onion'), 0.001 
item: ('ground cumin', 'brown sugar'), 0.001 
item: ('apple', 'ginger'), 0.001 
item: ('thyme', 'scallion'), 0.001 
item: ('cilantro', 'corn kernel'), 0.001 
item: ('radish', 'garlic'), 0.001 
item: ('bread flour', 'caraway seed'), 0.001 
item: ('butter', 'oregano leaf'), 0.001 
item: ('whipping cream', 'purpose flour'), 0.001 
item: ('flour', 'marjoram'), 0.001 
item: ('tomato', 'white onion'), 0.001 
item: ('vegetable cooking spray', 'zucchini'), 0.001 
item: ('salad oil', 'soy sauce'), 0.001 
item: ('flour', 'green pea'), 0.001 
item: ('pork', 'ginger'), 0.001 
item: ('parmesan cheese', 'red onion'), 0.001 
item: ('peanut', 'rice wine vinegar'), 0.001 
item: ('bell pepper', 'green onion'), 0.001 
item: ('topping', 'chili powder'), 0.001 
item: ('piece', 'onion'), 0.001 
item: ('orange', 'lemon'), 0.001 
item: ('cornflour', 'onion'), 0.001 
item: ('garlic powder', 'lemon'), 0.001 
item: ('butter', 'broth'), 0.001 
item: ('garlic', 'broiler fryer chicken'), 0.001 
item: ('pimiento', 'sugar'), 0.001 
item: ('clove garlic', 'milk'), 0.001 
item: ('raisin', 'dry mustard'), 0.001 
item: ('chili sauce', 'sauce'), 0.001 
item: ('green olive', 'black pepper'), 0.001 
item: ('whole wheat flour', 'orange juice'), 0.001 
item: ('sweet potato', 'green onion'), 0.001 
item: ('shrimp', 'lime'), 0.001 
item: ('vegetable oil', 'turkey breast'), 0.001 
item: ('large loaf', 'small loaf'), 0.001 
item: ('coconut', 'ginger'), 0.001 
item: ('garnish', 'red bell pepper'), 0.001 
item: ('mint', 'green onion'), 0.001 
item: ('carrot', 'salad'), 0.001 
item: ('asparagus', 'onion'), 0.001 
item: ('chicken', 'orange juice'), 0.001 
item: ('cayenne', 'vegetable stock'), 0.001 
item: ('orange', 'lemon juice'), 0.001 
item: ('tomato', 'yogurt'), 0.001 
item: ('butter', 'rye flour'), 0.001 
item: ('milk', 'tabasco sauce'), 0.001 
item: ('star anise', 'soy sauce'), 0.001 
item: ('onion powder', 'sugar'), 0.001 
item: ('orange', 'pineapple'), 0.001 
item: ('salad dressing', 'mayonnaise'), 0.001 
item: ('chicken breast', 'dijon mustard'), 0.001 
item: ('orange peel', 'walnut'), 0.001 
item: ('star anise', 'garlic'), 0.001 
item: ('beef', 'soy sauce'), 0.001 
item: ('mint', 'plain yogurt'), 0.001 
item: ('extra virgin olive oil', 'potato'), 0.001 
item: ('parmesan cheese', 'spaghetti'), 0.001 
item: ('radish', 'black pepper'), 0.001 
item: ('flour', 'yellow onion'), 0.001 
item: ('apricot', 'pecan'), 0.001 
item: ('dill', 'flour'), 0.001 
item: ('green pea', 'bay leaf'), 0.001 
item: ('red wine vinegar', 'red bell pepper'), 0.001 
item: ('almond', 'bay leaf'), 0.001 
item: ('ginger root', 'fish sauce'), 0.001 
item: ('clove', 'tomato paste'), 0.001 
item: ('lemon juice', 'vegetable cooking spray'), 0.001 
item: ('chive', 'paprika'), 0.001 
item: ('vegetable cooking spray', 'green onion'), 0.001 
item: ('lettuce', 'black pepper'), 0.001 
item: ('pizza sauce', 'oregano'), 0.001 
item: ('vinegar', 'liquid smoke'), 0.001 
item: ('garlic', 'tortilla chip'), 0.001 
item: ('green bell pepper', 'green pepper'), 0.001 
item: ('flour', 'orange peel'), 0.001 
item: ('garlic powder', 'clove garlic'), 0.001 
item: ('coriander', 'chile powder'), 0.001 
item: ('bread flour', 'bread machine yeast'), 0.001 
item: ('a', 'sugar'), 0.001 
item: ('beef', 'tomato paste'), 0.001 
item: ('prune', 'onion'), 0.001 
item: ('celery', 'noodle'), 0.001 
item: ('red pepper', 'dry sherry'), 0.001 
item: ('tomato paste', 'yellow onion'), 0.001 
item: ('lemon grass', 'onion'), 0.001 
item: ('baking powder', 'lemon zest'), 0.001 
item: ('garlic', 'sweet red pepper'), 0.001 
item: ('egg yolk', 'thyme'), 0.001 
item: ('baking soda', 'orange peel'), 0.001 
item: ('baking powder', 'vegetable cooking spray'), 0.001 
item: ('white wine vinegar', 'parsley'), 0.001 
item: ('peanut', 'chicken'), 0.001 
item: ('tomato', 'green bean'), 0.001 
item: ('beef stew meat', 'garlic'), 0.001 
item: ('parsley', 'spaghetti sauce'), 0.001 
item: ('celery', 'bean sprout'), 0.001 
item: ('red bell pepper', 'potato'), 0.001 
item: ('garlic clove', 'vegetable stock'), 0.001 
item: ('butternut squash', 'cinnamon'), 0.001 
item: ('garlic', 'spanish onion'), 0.001 
item: ('flour', 'ground clove'), 0.001 
item: ('dry white wine', 'bread crumb'), 0.001 
item: ('vegetable oil', 'shortening'), 0.001 
item: ('shallot', 'dill'), 0.001 
item: ('chili powder', 'jalapeno s'), 0.001 
item: ('onion powder', 'ground cumin'), 0.001 
item: ('curry powder', 'tomato sauce'), 0.001 
item: ('lemon zest', 'garlic'), 0.001 
item: ('jalapeno', 'thyme'), 0.001 
item: ('celery', 'bean'), 0.001 
item: ('coriander', 'cayenne'), 0.001 
item: ('cumin seed', 'ground'), 0.001 
item: ('egg white', 'topping'), 0.001 
item: ('seasoning', 'butter'), 0.001 
item: ('flour purpose', 'sugar'), 0.001 
item: ('curry powder', 'jalapeno'), 0.001 
item: ('lemon juice', 'apple juice'), 0.001 
item: ('whole wheat flour', 'potato'), 0.001 
item: ('potato', 'half'), 0.001 
item: ('lime juice', 'orange juice'), 0.001 
item: ('dijon mustard', 'tarragon'), 0.001 
item: ('salsa', 'black olive'), 0.001 
item: ('curry powder', 'red pepper'), 0.001 
item: ('bell pepper', 'brown sugar'), 0.001 
item: ('mace', 'nutmeg'), 0.001 
item: ('lemon juice', 'cooking oil'), 0.001 
item: ('garlic clove', 'yellow onion'), 0.001 
item: ('tomato', 'ginger root'), 0.001 
item: ('chicken liver', 'garlic'), 0.001 
item: ('caper', 'sugar'), 0.001 
item: ('olive oil', 'oregano leaf'), 0.001 
item: ('peanut oil', 'light soy sauce'), 0.001 
item: ('garlic clove', 'clove garlic'), 0.001 
item: ('cheese', 'cucumber'), 0.001 
item: ('kaffir lime leaf', 'shrimp'), 0.001 
item: ('cinnamon', 'ground cinnamon'), 0.001 
item: ('cayenne', 'ground clove'), 0.001 
item: ('dark sesame oil', 'garlic'), 0.001 
item: ('onion powder', 'oregano'), 0.001 
item: ('honey', 'mango'), 0.001 
item: ('crouton', 'onion'), 0.001 
item: ('kosher', 'oregano'), 0.001 
item: ('chili', 'chili powder'), 0.001 
item: ('saffron thread', 'onion'), 0.001 
item: ('sweet potato', 'brown sugar'), 0.001 
item: ('egg', 'spaghetti sauce'), 0.001 
item: ('garlic', 'artichoke'), 0.001 
item: ('dill', 'clove garlic'), 0.001 
item: ('bread flour', 'purpose flour'), 0.001 
item: ('cilantro', 'potato'), 0.001 
item: ('caper', 'vinegar'), 0.001 
item: ('cream celery soup', 'onion'), 0.001 
item: ('taste', 'mint'), 0.001 
item: ('tomato', 'sage'), 0.001 
item: ('chicken broth', 'bacon'), 0.001 
item: ('chicken breast', 'peanut oil'), 0.001 
item: ('garlic powder', 'green bell pepper'), 0.001 
item: ('lemon juice', 'saffron'), 0.001 
item: ('green bell pepper', 'corn'), 0.001 
item: ('celery', 'caper'), 0.001 
item: ('italian sausage', 'egg'), 0.001 
item: ('egg well', 'sugar'), 0.001 
item: ('soup', 'black pepper'), 0.001 
item: ('shallot', 'canola oil'), 0.001 
item: ('tuna', 'sugar'), 0.001 
item: ('cheese', 'mayonnaise'), 0.001 
item: ('carrot', 'ground ginger'), 0.001 
item: ('white wine vinegar', 'black pepper'), 0.001 
item: ('green bell pepper', 'dry sherry'), 0.001 
item: ('curry powder', 'ground ginger'), 0.001 
item: ('lettuce', 'soy sauce'), 0.001 
item: ('salad dressing', 'egg'), 0.001 
item: ('taco seasoning', 'sour cream'), 0.001 
item: ('cinnamon stick', 'onion'), 0.001 
item: ('fish', 'onion'), 0.001 
item: ('ground nutmeg', 'black pepper'), 0.001 
item: ('filling', 'raisin'), 0.001 
item: ('sesame oil', 'snow pea'), 0.001 
item: ('vegetable oil', 'orange'), 0.001 
item: ('salad dressing', 'sugar'), 0.001 
item: ('parmesan cheese', 'brown sugar'), 0.001 
item: ('or', 'onion'), 0.001 
item: ('cilantro', 'red'), 0.001 
item: ('green', 'ground beef'), 0.001 
item: ('red pepper', 'chicken'), 0.001 
item: ('yellow squash', 'sugar'), 0.001 
item: ('olive', 'red wine vinegar'), 0.001 
item: ('flour', 'prune'), 0.001 
item: ('sweet green pepper', 'onion'), 0.001 
item: ('vegetable oil', 'pork tenderloin'), 0.001 
item: ('vegetable oil', 'mint leaf'), 0.001 
item: ('coconut milk', 'red bell pepper'), 0.001 
item: ('sauce', 'marinade'), 0.001 
item: ('flour tortilla', 'cilantro'), 0.001 
item: ('basil', 'mint'), 0.001 
item: ('olive oil', 'fish sauce'), 0.001 
item: ('shallot', 'cinnamon'), 0.001 
item: ('filling', 'crust'), 0.001 
item: ('tomato', 'salad oil'), 0.001 
item: ('garlic', 'piece ginger'), 0.001 
item: ('russet potato', 'black pepper'), 0.001 
item: ('celery', 'eggplant'), 0.001 
item: ('olive oil', 'baking powder'), 0.001 
item: ('onion', 'ham hock'), 0.001 
item: ('lime juice', 'bay leaf'), 0.001 
item: ('green bean', 'mushroom'), 0.001 
item: ('rice', 'cumin'), 0.001 
item: ('potato', 'beef broth'), 0.001 
item: ('stalk celery', 'chicken stock'), 0.001 
item: ('olive', 'tomato sauce'), 0.001 
item: ('carrot', 'apple'), 0.001 
item: ('basil', 'topping'), 0.001 
item: ('lettuce', 'mayonnaise'), 0.001 
item: ('olive oil', 'ricotta cheese'), 0.001 
item: ('bay leaf', 'peanut oil'), 0.001 
item: ('pimiento', 'mushroom'), 0.001 
item: ('horseradish', 'worcestershire sauce'), 0.001 
item: ('herb', 'egg'), 0.001 
item: ('clove garlic', 'oil'), 0.001 
item: ('white', 'ground cumin'), 0.001 
item: ('white wine', 'sauce'), 0.001 
item: ('garlic powder', 'spinach'), 0.001 
item: ('swiss chard', 'onion'), 0.001 
item: ('lime juice', 'plum tomato'), 0.001 
item: ('ginger', 'cooking oil'), 0.001 
item: ('vinegar', 'green'), 0.001 
item: ('vinegar', 'corn'), 0.001 
item: ('mustard seed', 'ginger'), 0.001 
item: ('sugar', 'bread'), 0.001 
item: ('cottage cheese', 'parsley'), 0.001 
item: ('red onion', 'cumin seed'), 0.001 
item: ('garlic', 'barley'), 0.001 
item: ('corn tortilla', 'garlic'), 0.001 
item: ('margarine', 'cream'), 0.001 
item: ('margarine', 'vanilla extract'), 0.001 
item: ('red onion', 'dijon mustard'), 0.001 
item: ('mint', 'sauce'), 0.001 
item: ('fish', 'garlic'), 0.001 
item: ('skim milk', 'vanilla extract'), 0.001 
item: ('parmesan cheese', 'topping'), 0.001 
item: ('pork', 'carrot'), 0.001 
item: ('whole wheat flour', 'thyme'), 0.001 
item: ('margarine', 'cooking oil'), 0.001 
item: ('red bell pepper', 'ground'), 0.001 
item: ('garlic', 'spaghetti sauce'), 0.001 
item: ('green bean', 'egg'), 0.001 
item: ('celery', 'vegetable cooking spray'), 0.001 
item: ('parsley', 'jalapeno'), 0.001 
item: ('white wine vinegar', 'salad'), 0.001 
item: ('milk', 'egg well'), 0.001 
item: ('white rice', 'onion'), 0.001 
item: ('sauce', 'firm tofu'), 0.001 
item: ('mint leaf', 'basil leaf'), 0.001 
item: ('black olive', 'clove garlic'), 0.001 
item: ('ginger root', 'peanut butter'), 0.001 
item: ('raisin', 'pine nut'), 0.001 
item: ('pineapple juice', 'sugar'), 0.001 
item: ('black bean', 'sugar'), 0.001 
item: ('chili powder', 'yellow onion'), 0.001 
item: ('sour cream', 'pork chop'), 0.001 
item: ('whipping cream', 'black pepper'), 0.001 
item: ('red potato', 'purpose flour'), 0.001 
item: ('green pepper', 'pea'), 0.001 
item: ('granny smith apple', 'onion'), 0.001 
item: ('vinegar', 'basil leaf'), 0.001 
item: ('white wine', 'green onion'), 0.001 
item: ('garlic', 'shortening'), 0.001 
item: ('lemon juice', 'yellow onion'), 0.001 
item: ('black pepper', 'lime'), 0.001 
item: ('onion powder', 'liquid smoke'), 0.001 
item: ('curry powder', 'purpose flour'), 0.001 
item: ('olive oil', 'orange'), 0.001 
item: ('coriander', 'cumin seed'), 0.001 
item: ('lime juice', 'lime zest'), 0.001 
item: ('olive oil', 'tuna'), 0.001 
item: ('tomato', 'beef stew meat'), 0.001 
item: ('garlic clove', 'mint'), 0.001 
item: ('green bell pepper', 'chicken'), 0.001 
item: ('black pepper', 'ham'), 0.001 
item: ('rice wine vinegar', 'brown sugar'), 0.001 
item: ('butter', 'trout fillet'), 0.001 
item: ('butter', 'acorn squash'), 0.001 
item: ('whole wheat flour', 'apple juice'), 0.001 
item: ('cilantro', 'raisin'), 0.001 
item: ('garlic', 'egg noodle'), 0.001 
item: ('garlic', 'ingredient'), 0.001 
item: ('vegetable oil', 'lemon zest'), 0.001 
item: ('garlic', 'walnut'), 0.001 
item: ('low fat milk', 'purpose flour'), 0.001 
item: ('olive oil', 'white flour'), 0.001 
item: ('oriental sesame oil', 'ginger'), 0.001 
item: ('cinnamon', 'lime'), 0.001 
item: ('black pepper', 'ground red pepper'), 0.001 
item: ('sesame oil', 'butter'), 0.001 
item: ('chili sauce', 'black pepper'), 0.001 
item: ('green onion', 'orange juice'), 0.001 
item: ('lemon juice', 'lime'), 0.001 
item: ('baking soda', 'lemon peel'), 0.001 
item: ('italian seasoning', 'tomato sauce'), 0.001 
item: ('vegetable oil', 'squash'), 0.001 
